_,Id,Name,hed__Course__c,hed__Term__c,hed__Capacity__c,hed__End_Date__c,hed__Facility__c,hed__Faculty__c,hed__Section_ID__c,hed__Start_Date__c,Action_Required__c,Administrative_Support__c,Available_Seats__c,Checkout_Cart_Items_Count__c,Content_Challenged_Thinking__c,Course_Code__c,Delivery_Type__c,Develop_Topic_Insights__c,Effective_Learning_Activities__c,Evaluation_Summary__c,Evaluation_Type__c,External_Key__c,Facilitator_Knowledge__c,Facilities_Catering__c,IsActive__c,LMS_Integration_Status__c,LMS_Quality__c,Minimum_Participants__c,On_Hold_Seat__c,Overall_Experience__c,Peer_Engagement__c,Primary_Delivery_Platform__c,Primary_Facilitator__c,Program_Offering__c,Real_World_Learning_Opportunities__c,Registration_End_Date__c,Registration_Start_Date__c,Total_Number_of_Registered_Learners__c,Virtual_Platform_Quality__c,Visible_on_Website__c,Delivery_Mode__c,Migration_Id__c,LMS_Creation_Date__c
[hed__Course_Offering__c],a0B8q000000HNOVEA4,EXOS0093-20220501-1,a0C8q0000005ghtEAA,a0POm000001Kl3JMAS,,2022-05-31,,,,2022-05-31,,,0,,,EXOS0093,Online Classroom,,,,,,,,FALSE,Success,,,,,,Blackboard,a098q0000007pP8AAI,,,,,,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNOgEAO,GSZ602-20220721-1,a0C8q0000005ghuEAA,a0POm000001Kl3KMAS,35,2022-08-11,,,,2022-08-11,,,19,,,GSZ602,Online Classroom,,,,,,,,FALSE,Success,,8,,,,QUT Canvas,,,,2022-06-15,2022-05-01,16,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNOlEAO,EUNM0002-20211011-1,a0C8q0000005ghvEAA,a0POm000001Kl3LMAS,200,2021-11-07,,,,2021-11-07,,,199,,,EUNM0002,Online Self-paced,,,,,,,,FALSE,Success,,1,,,,QUT Canvas,,,,,,1,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNOmEAO,EUNM6390-20200928-1,a0C8q0000005ghwEAA,a0POm000001Kl3MMAS,200,2020-10-25,,,,2020-10-25,,,199,,,EUNM6390,Online Self-paced,,,,,,,,FALSE,Success,,1,,,,QUT Canvas,,,,,,1,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNOnEAO,EUNM6390-20210510-1,a0C8q0000005oehEAA,a0POm000001Kl3NMAS,200,2021-06-06,,,,2021-06-06,,,200,,,EUNM6390,Online Self-paced,,,,,,,,FALSE,Success,,1,,,,QUT Canvas,,,,,,,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNOoEAO,EUNM6390-20211004-1,a0C8q0000005oimEAA,a0POm000001Kl3OMAS,200,2021-10-31,,,,2021-10-31,,,200,,,EUNM6390,Online Self-paced,,,,,,,,FALSE,Success,,1,,,,QUT Canvas,,,,,,0,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNOpEAO,EUNM6510-20190513-1,a0C8q00000061BmEAI,a0POm000001Kl3PMAS,200,2019-08-04,,,,2019-08-04,,,197,,,EUNM6510,Online Self-paced,,,,,,,,FALSE,Success,,1,,,,QUT Canvas,,,,,,3,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNOqEAO,EUNM6510-20200427-1,a0C8q0000006236EAA,a0POm000001Kl3QMAS,200,2020-05-24,,,,2020-05-24,,,196,,,EUNM6510,Online Self-paced,,,,,,,,FALSE,Success,,1,,,,QUT Canvas,,,,,,4,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNOrEAO,EUNM6510-20200921-1,a0C8q00000063kSEAQ,a0POm000001Kl3RMAS,200,2020-10-18,,,,2020-10-18,,,186,,,EUNM6510,Online Self-paced,,,,,,,,FALSE,Success,,1,,,,QUT Canvas,,,,,,14,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNOsEAO,EUNM6510-20210503-1,a0C8q00000063kxEAA,a0POm000001Kl3SMAS,200,2021-05-30,,,,2021-05-30,,,197,,,EUNM6510,Online Self-paced,,,,,,,,FALSE,Success,,1,,,,QUT Canvas,,,,,,3,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNOtEAO,EUNM6510-20210927-1,a0C8q00000063lHEAQ,a0POm000001Kl3TMAS,200,2021-10-24,,,,2021-10-24,,,200,,,EUNM6510,Online Self-paced,,,,,,,,FALSE,Success,,1,,,,QUT Canvas,,,,,,0,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNOuEAO,EUQM6520-20210524-1,a0C8q00000063lgEAA,a0POm000001Kl3UMAS,200,2021-06-20,,,,2021-06-20,,,197,,,EUQM6520,Online Self-paced,,,,,,,,FALSE,Success,,1,,,,Blackboard,,,,,,3,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNOvEAO,EUQM6520-20211018-1,a0C8q00000063lqEAA,a0POm000001Kl3VMAS,200,2021-11-14,,,,2021-11-14,,,199,,,EUQM6520,Online Self-paced,,,,,,,,FALSE,Success,,1,,,,Blackboard,,,,,,1,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNOwEAO,EXCM0001-20210211-1,a0C8q00000063m5EAA,a0POm000001Kl3WMAS,35,2021-03-18,,,,2021-03-18,,,35,,,EXCM0001,Online Classroom,,,,,,,,FALSE,Success,,8,,,,QUT Canvas,,,,,,,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNOxEAO,EXCM0001-20210823-1,a0C8q00000063mAEAQ,a0POm000001Kl3XMAS,35,2021-08-23,,,,2021-08-23,,,24,,,EXCM0001,Online Classroom,,,,,,,,FALSE,Success,,8,,,,QUT Canvas,,,,,,11,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNOyEAO,EXCM0001-20211108-1,a0C8q0000006SvSEAU,a0POm000001Kl3YMAS,35,2021-11-08,,,,2021-11-08,,,20,,,EXCM0001,Online Classroom,,,,,,,,FALSE,Success,,8,,,,QUT Canvas,,,,,,15,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNOzEAO,EXCM0001-20220331-1,a0C8q0000006YiXEAU,a0POm000001Kl3ZMAS,35,2022-04-14,,,,2022-04-14,,,22,,,EXCM0001,Online Classroom,,,,,,,,FALSE,Success,,8,,,,QUT Canvas,,,,,,13,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNP0EAO,EXCM0002-20220307-1,a0C8q0000006YimEAE,a0POm000001Kl3aMAC,40,2022-05-02,,,,2022-05-02,,,34,,,EXCM0002,Online Self-paced,,,,,,,,FALSE,Success,,1,,,,Blackboard,,,,,,6,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNP1EAO,EXOA0001-20220428-1,a0C8q0000006a40EAA,a0POm000001Kl3bMAC,,2022-04-28,,,,2022-04-28,,,-61,,,EXOA0001,Online Classroom,,,,,,,,FALSE,,,,,,,,,,,,,61,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNP2EAO,EXOM0001-20201005-1,a0C8q0000006cosEAA,a0POm000001Kl3cMAC,,2020-11-01,,,,2020-11-01,,,-1,,,EXOM0001,Online Self-paced,,,,,,,,FALSE,,,,,,,,,,,,,1,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNP3EAO,EXOS0003-20220412-1,a0C8q0000006lzIEAQ,a0POm000001Kl3dMAC,30,2022-04-12,,,,2022-04-12,,,29,,,EXOS0003,Online Classroom,,,,,,,,FALSE,Success,,10,,,,QUT Canvas,,,,,,1,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNP4EAO,EXOS0004-20190920-1,a0C8q0000006lzXEAQ,a0POm000001Kl3eMAC,25,2019-09-20,,,,2019-09-20,,,25,,,EXOS0004,Online Classroom,,,,,,,,FALSE,,,12,,,,No LMS,,,,,,0,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNP5EAO,EXOS0004-20210714-1,a0C8q0000006lzhEAA,a0POm000001Kl3fMAC,25,2021-07-14,,,,2021-07-14,,,4,,,EXOS0004,Online Classroom,,,,,,,,FALSE,,,12,,,,No LMS,,,,,,21,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNP6EAO,EXOS0005-20191009-1,a0C8q0000006nJhEAI,a0POm000001Kl3gMAC,35,2019-10-09,,,,2019-10-09,,,15,,,EXOS0005,Brisbane Classroom,,,,,,,,FALSE,,,8,,,,No LMS,,,,,,20,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNP7EAO,EXOS0005-20200515-1,a0C8q0000006nOpEAI,a0POm000001Kl3hMAC,35,2020-05-15,,,,2020-05-15,,,15,,,EXOS0005,Brisbane Classroom,,,,,,,,FALSE,,,8,,,,No LMS,,,,,,20,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNP8EAO,EXOS0005-20201104-1,a0C8q0000006nOzEAI,a0POm000001Kl3iMAC,35,2020-11-04,,,,2020-11-04,,,21,,,EXOS0005,Brisbane Classroom,,,,,,,,FALSE,,,8,,,,No LMS,,,,,,14,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNP9EAO,EXOS0005-20210608-1,a0C8q0000006oIcEAI,a0POm000001Kl3jMAC,35,2021-06-08,,,,2021-06-08,,,35,,,EXOS0005,Brisbane Classroom,,,,,,,,FALSE,,,8,,,,No LMS,,,,,,0,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPAEA4,EXOS0005-20211201-1,a0C8q0000006pfJEAQ,a0POm000001Kl3kMAC,35,2021-12-01,,,,2021-12-01,,,14,,,EXOS0005,Brisbane Classroom,,,,,,,,FALSE,,,8,,,,No LMS,,,,,,21,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPBEA4,EXOS0006-20191119-1,a0C8q0000006pfOEAQ,a0POm000001Kl3lMAC,25,2019-11-22,,,,2019-11-22,,,25,,,EXOS0006,Online Classroom,,,,,,,,FALSE,,,10,,,,No LMS,,,,,,0,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPCEA4,EXOS0008-20191019-1,a0C8q0000006pfTEAQ,a0POm000001Kl3mMAC,25,2019-11-01,,,,2019-11-01,,,16,,,EXOS0008,Brisbane Classroom,,,,,,,,FALSE,,,10,,,,,,,,,,9,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPDEA4,EXOS0008-20200818-1,a0C8q0000006pfYEAQ,a0POm000001Kl3nMAC,25,2020-08-27,,,,2020-08-27,,,16,,,EXOS0008,Brisbane Classroom,,,,,,,,FALSE,,,10,,,,,,,,,,9,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPEEA4,EXOS0008-20210601-1,a0C8q0000006vIxEAI,a0POm000001Kl3oMAC,25,2021-06-09,,,,2021-06-09,,,10,,,EXOS0008,Brisbane Classroom,,,,,,,,FALSE,,,10,,,,,,,,,,15,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPFEA4,EXOS0009-20200309-1,a0C8q0000007001EAA,a0POm000001KniYMAS,30,2020-03-13,,,,2020-03-13,,,9,,,EXOS0009,Brisbane Classroom,,,,,,,,FALSE,,,10,,,,No LMS,,,,,,21,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPGEA4,EXOS0009-20200312-1,a0C8q00000071QLEAY,a0POm000001KniZMAS,30,2020-03-13,,,,2020-03-13,,,28,,,EXOS0009,Brisbane Classroom,,,,,,,,FALSE,,,10,,,,No LMS,,,,,,2,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPHEA4,EXOS0009-20210318-1,a0C8q00000071oyEAA,a0POm000001KniaMAC,30,2021-03-19,,,,2021-03-19,,,29,,,EXOS0009,Brisbane Classroom,,,,,,,,FALSE,,,10,,,,No LMS,,,,,,1,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPIEA4,EXOS0009-20210519-1,a0C8q00000071p3EAA,a0POm000001KnibMAC,30,2021-05-20,,,,2021-05-20,,,17,,,EXOS0009,Brisbane Classroom,,,,,,,,FALSE,,,10,,,,No LMS,,,,,,13,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPJEA4,EXOS0010-20200309-1,a0C8q000000746ZEAQ,a0POm000001KnicMAC,30,2020-03-11,,,,2020-03-11,,,-1,,,EXOS0010,Brisbane Classroom,,,,,,,,FALSE,,,10,,,,No LMS,,,,,,31,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPKEA4,EXOS0010-20200309-2,a0C8q00000075dFEAQ,a0POm000001KnidMAC,30,2020-03-13,,,,2020-03-13,,,-1,,,EXOS0010,Brisbane Classroom,,,,,,,,FALSE,,,10,,,,No LMS,,,,,,31,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPLEA4,EXOS0010-20210315-1,a0C8q00000075dfEAA,a0POm000001KnieMAC,30,2021-03-17,,,,2021-03-17,,,-3,,,EXOS0010,Brisbane Classroom,,,,,,,,FALSE,,,10,,,,No LMS,,,,,,33,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPMEA4,EXOS0011-20210714-1,a0C8q0000007BBYEA2,a0POm000001KnifMAC,35,,,,,,,,24,,,EXOS0011,Brisbane Classroom,,,,,,,,FALSE,,,8,,,,No LMS,,,,,,11,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPNEA4,EXOS0011-20211028-1,a0C8q0000007BBdEAM,a0POm000001KnigMAC,35,2021-10-28,,,,2021-10-28,,,25,,,EXOS0011,Brisbane Classroom,,,,Face-to-Face,,,,FALSE,,,8,,,,No LMS,,,,,,10,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPOEA4,EXOS0011-20220406-1,a0C8q0000007BBoEAM,a0POm000001KnihMAC,35,2022-04-07,,,,2022-04-07,,,17,,,EXOS0011,Brisbane Classroom,,,,,,,,FALSE,,,8,,,,No LMS,,,,,,18,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPPEA4,EXOS0012-20190604-1,a0C8q0000007BBtEAM,a0POm000001KniiMAC,35,2019-06-05,,,,2019-06-05,,,9,,,EXOS0012,Brisbane Classroom,,,,,,,,FALSE,,,10,,,,No LMS,,,,,,26,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPQEA4,EXOS0012-20201027-1,a0C8q0000007BByEAM,a0POm000001KnijMAC,35,2020-10-28,,,,2020-10-28,,,5,,,EXOS0012,Brisbane Classroom,,,,,,,,FALSE,,,10,,,,No LMS,,,,,,30,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPREA4,EXOS0012-20210607-1,a0C8q0000007BC3EAM,a0POm000001KnikMAC,35,2021-06-08,,,,2021-06-08,,,20,,,EXOS0012,Brisbane Classroom,,,,,,,,FALSE,,,10,,,,No LMS,,,,,,15,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPSEA4,EXOS0012-20211031-1,a0C8q0000007BC8EAM,a0POm000001KnilMAC,35,2021-11-01,,,,2021-11-01,,,35,,,EXOS0012,Brisbane Classroom,,,,,,,,FALSE,,,10,,,,No LMS,,,,,,0,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPTEA4,EXOS0012-20211101-1,a0C8q0000007EFKEA2,a0POm000001KnimMAC,35,2021-11-02,,,,2021-11-02,,,18,,,EXOS0012,Brisbane Classroom,,,,,,,,FALSE,,,10,,,,No LMS,,,,,,17,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPUEA4,EXOS0013-20190318-1,a0C8q0000007GAhEAM,a0POm000001KninMAC,200,2019-04-14,,,,2019-04-14,,,199,,,EXOS0013,Online Self-paced,,,,,,,,FALSE,Success,,1,,,,QUT Canvas,,,,,,1,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPVEA4,EXOS0013-20190902-1,a0C8q0000007GAmEAM,a0POm000001KnioMAC,200,2019-09-29,,,,2019-09-29,,,187,,,EXOS0013,Online Self-paced,,,,,,,,FALSE,Success,,1,,,,QUT Canvas,,,,,,13,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPWEA4,EXOS0013-20200330-1,a0C8q0000007GArEAM,a0POm000001KnipMAC,200,2020-04-26,,,,2020-04-26,,,194,,,EXOS0013,Online Self-paced,,,,,,,,FALSE,Success,,1,,,,QUT Canvas,,,,,,6,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPXEA4,EXOS0013-20200824-1,a0C8q0000007GAwEAM,a0POm000001KniqMAC,200,2020-09-20,,,,2020-09-20,,,187,,,EXOS0013,Online Self-paced,,,,,,,,FALSE,Success,,1,,,,QUT Canvas,,,,,,13,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPYEA4,EXOS0013-20210405-1,a0C8q0000007GB1EAM,a0POm000001KnirMAC,200,2021-05-02,,,,2021-05-02,,,191,,,EXOS0013,Online Self-paced,,,,,,,,FALSE,Success,,1,,,,QUT Canvas,,,,,,9,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPZEA4,EXOS0013-20210830-1,a0C8q0000007GBBEA2,a0POm000001KnisMAC,200,2021-09-26,,,,2021-09-26,,,193,,,EXOS0013,Online Self-paced,,,,,,,,FALSE,Success,,1,,,,QUT Canvas,,,,,,7,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPaEAO,EXOS0014-20200610-1,a0C8q0000007GBGEA2,a0POm000001KnitMAC,35,2020-06-11,,,,2020-06-11,,,24,,,EXOS0014,Brisbane Classroom,,,,,,,,FALSE,,,8,,,,No LMS,,,,,,11,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPbEAO,EXOS0014-20210429-1,a0C8q0000007GrjEAE,a0POm000001KniuMAC,35,2021-04-29,,,,2021-04-29,,,26,,,EXOS0014,Brisbane Classroom,,,,,,,,FALSE,,,8,,,,No LMS,,,,,,9,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPcEAO,EXOS0018-20190326-1,a0C8q0000007JtbEAE,a0POm000001KnivMAC,35,2019-03-26,,,,2019-03-26,,,-5,,,EXOS0018,,,,,,,,,FALSE,,,8,,,,No LMS,,,,,,40,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPdEAO,EXOS0018-20190827-1,a0C8q0000007Ju7EAE,a0POm000001KniwMAC,35,2019-08-27,,,,2019-08-27,,,22,,,EXOS0018,,,,,,,,,FALSE,,,8,,,,No LMS,,,,,,13,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPeEAO,EXOS0018-20200303-1,a0C8q0000007JuCEAU,a0POm000001KnixMAC,35,2020-03-03,,,,2020-03-03,,,19,,,EXOS0018,,,,,,,,,FALSE,,,8,,,,No LMS,,,,,,16,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPfEAO,EXOS0018-20200910-1,a0C8q0000007JuqEAE,a0POm000001KniyMAC,35,2020-09-10,,,,2020-09-10,,,14,,,EXOS0018,,,,,,,,,FALSE,,,8,,,,No LMS,,,,,,21,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPgEAO,EXOS0018-20210128-1,a0C8q0000007JuvEAE,a0POm000001KnizMAC,35,2021-01-28,,,,2021-01-28,,,20,,,EXOS0018,,,,,,,,,FALSE,,,8,,,,No LMS,,,,,,15,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPhEAO,EXOS0018-20210831-1,a0C8q0000007Jv0EAE,a0POm000001Knj0MAC,35,2021-08-31,,,,2021-08-31,,,10,,,EXOS0018,,,,,,,,,FALSE,,,8,,,,No LMS,,,,,,25,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPiEAO,EXOS0018-20220505-1,a0C8q0000007JzREAU,a0POm000001Knj1MAC,35,2022-05-05,,,,2022-05-05,,,25,,,EXOS0018,,,,,,,,,FALSE,,,8,,,,No LMS,,,,,,10,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPjEAO,EXOS0019-20210820-1,a0C8q0000007OQxEAM,a0POm000001Knj2MAC,20,2021-09-04,,,,2021-09-04,,,20,,,EXOS0019,Online Classroom,,,,,,,,FALSE,Success,,1,,,,Blackboard,,,,,,0,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPkEAO,EXOS0020-20191028-1,a0C8q0000007OiJEAU,a0POm000001Knj3MAC,25,2019-10-28,,,,2019-10-28,,,24,,,EXOS0020,Online Classroom,,,,,,,,FALSE,,,8,,,,No LMS,,,,,,1,,FALSE,,,
[hed__Course_Offering__c],a0B8q000000HNPlEAO,EXOS0020-20200420-1,a0C8q0000007OiYEAU,a0POm000001Knj4MAC,25,2020-04-20,,,,2020-04-20,,,15,,,EXOS0020,Online Classroom,,,,,,,,FALSE,,,8,,,,No LMS,,,,,,10,,FALSE,,,
